RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Y0,Y1,Z_cat,Z,D,D_cat
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,4732.2721287533905,4819.489366756673,0,0,0,0
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,3600.6780190233158,3695.8740905653476,0,0,0,0
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,3938.843421914218,4040.848117154354,0,0,0,1
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,1994.9924363954435,2111.346354735928,0,0,0,1
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,1003.4759263024786,1108.0804400619293,0,0,0,0
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,2031.6462216432099,2133.3530338879314,0,0,0,0
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,5049.338147388381,5153.578789236066,0,1,1,1
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,2963.2333741650687,3064.0574327224517,1,0,0,0
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,3644.179817063773,3738.8245546409357,0,1,1,1
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,2095.6224927218573,2196.8051128602096,0,1,1,0
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,1463.0201160638103,1552.9164748841965,1,0,0,1
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,2766.1352912333027,2855.772854997778,0,0,0,0
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,3330.09247222068,3446.18411500505,0,0,0,1
223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,3336.98453655909,3426.8720553678954,0,1,1,0
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,545.5934978050636,650.8233817814285,0,0,0,0
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,4217.874437019773,4339.263153455456,1,1,0,1
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,3653.830511930458,3746.62636522861,0,0,0,1
227,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,2033.3246439671386,2142.5565841917446,0,0,0,1
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,1796.4738328396793,1898.8880920060328,1,0,0,1
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,2083.1239224031697,2176.529597661943,0,0,0,0
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,2662.450162347774,2784.698926343072,0,0,0,0
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,2564.8197699455345,2670.180186204098,0,0,0,1
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,1582.7078744315556,1685.4633125333055,0,1,1,0
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,3904.4067440905587,3993.9453354192965,0,0,0,0
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,3226.7524548751326,3324.9523776158053,0,0,0,0
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,2520.164421108617,2617.4310834225084,0,0,0,0
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,1710.5956222565303,1801.9903568740435,0,1,1,1
237,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,4222.093476860881,4335.484800289019,0,0,0,0
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,1570.9132999969675,1661.1160665181949,1,0,0,0
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,2247.225753190246,2353.7598459438077,1,0,0,1
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,2898.8657787066145,3007.675364595715,0,0,0,0
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,3683.743199613151,3790.32120726757,0,1,1,0
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,2611.5914815942524,2710.9322080595316,0,0,0,0
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,1529.2402659429738,1627.4607317177986,0,0,0,0
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,2479.4374428341694,2575.8063256893133,0,0,0,0
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,2303.1675247631892,2400.3662832714685,0,0,0,0
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,3501.4254334170546,3598.8792943284293,0,0,0,0
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,2156.7028398526695,2253.54517896642,0,0,0,1
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,6104.8553067981165,6197.525762513403,0,0,0,0
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,3909.9828831249206,4022.6907976185744,0,0,0,0
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,3766.9886860795646,3847.979925659666,1,0,0,1
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,3150.4222471630633,3256.2997409540308,1,0,0,1
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,2235.9198901268646,2328.46696270582,0,1,0,0
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,4315.574893880721,4399.445482257047,0,0,0,1
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,1735.0095165229004,1831.5646174568114,0,0,0,0
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,3250.1247098863983,3356.035108806155,1,1,1,1
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,2068.0294820765075,2160.5869671579558,0,0,0,1
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,4343.843872895009,4455.230720124906,0,1,1,0
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,3970.799916404331,4054.533194114925,0,0,0,0
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,1648.4705714631366,1758.8877415418417,0,0,0,1
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,3410.490058812623,3510.272858757888,0,0,0,0
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,1972.6884954415013,2069.558423178476,0,0,0,0
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,3502.6654742861906,3603.09820940253,1,0,0,1
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,178.10503037879784,292.8576373164788,0,0,0,0
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,2316.5767050788527,2409.829056123028,0,0,0,1
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,1712.2624385669503,1819.1030043613523,1,0,0,1
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,3376.2735213338383,3471.162587892102,0,0,0,0
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,4118.0084382911855,4212.410089001202,0,0,0,1
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,1616.9438611842877,1727.6183409717557,0,1,1,0
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,2028.204832577794,2124.9570119428317,0,0,0,0
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,3007.3474637871,3097.985382992457,0,0,0,0
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,4769.487086279058,4860.239303863112,0,0,0,0
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,1492.784352149468,1610.449906529578,1,0,0,1
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,4183.79944676341,4267.1434061364225,0,0,0,0
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,599.5873330794212,719.1517992916203,0,0,0,1
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,2001.1881218725816,2110.154916827969,0,0,0,0
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,3072.76424324613,3152.0729664479472,0,0,0,0
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,726.3326915456014,818.7285481708393,0,0,0,0
278,15767339,Chiazagomekpere,777,France,Female,53,10,0.0,2,1,0,189992.97,0,3408.024851817929,3497.967910445222,0,0,0,0
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,4089.29141647606,4183.848420688237,1,0,0,1
280,15782210,K'ung,714,France,Male,46,1,0.0,1,1,0,152167.79,1,4273.055892673939,4376.611625719414,1,0,0,1
281,15668893,Wilsmore,782,France,Male,39,8,0.0,2,1,1,33949.67,0,-0.7365181024353475,102.0133681828721,0,0,0,0
282,15669169,Hargreaves,775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,2397.0384844645855,2489.550167537046,0,0,0,1
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,1412.7904454279774,1498.3040573210499,0,1,0,0
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,285.41752105984807,384.53136133106796,1,0,0,0
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,5446.494736989969,5551.475524482039,1,0,0,1
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,893.0904628082418,1014.1525885236373,0,0,0,0
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,2338.9092201207154,2451.85711225446,0,0,0,0
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,2602.9405442182046,2686.4293833707666,0,1,1,0
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,3072.7648797478155,3176.0699093361845,0,0,0,0
290,15697307,Nnachetam,588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,2456.324899948501,2566.583125863544,0,0,0,0
291,15652266,Chidiebele,703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,3229.512059576662,3323.6321997558607,1,0,0,1
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,4508.0096328073505,4604.715584365635,0,0,0,0
293,15655774,Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0,2189.6332639471007,2284.9186181694436,0,0,0,0
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,4159.656384033381,4238.098152227812,0,0,0,1
295,15785819,Shao,681,France,Male,38,3,0.0,2,1,1,112491.96,0,2845.3467861842482,2961.366823978532,0,0,0,0
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,2726.8890095927395,2835.2738716839613,0,0,0,0
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,2440.513869882412,2545.121448112655,1,0,0,1
298,15684173,Chang,687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,2884.6830641615793,2997.0767446450664,1,0,0,1
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,4312.900035925144,4420.433709948504,0,0,0,0
300,15811490,French,627,France,Male,33,5,0.0,2,1,1,103737.82,0,2439.5845878191117,2527.9543867473717,0,0,0,1
301,15803976,Efremov,694,France,Female,31,10,0.0,2,1,0,160990.27,0,2879.5099230638225,2978.148559473128,0,0,0,0
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,160.54291246303498,247.59193795821764,0,0,0,1
303,15695699,Calabrese,687,France,Male,35,8,0.0,2,1,0,10334.05,0,-521.1473770399654,-415.7420157586807,0,0,0,0
304,15624188,Chiu,712,France,Female,33,6,0.0,2,1,1,190686.16,0,5727.428513226665,5832.969033027909,0,0,0,0
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,3167.2732395579756,3258.1521866952335,0,1,1,0
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,1458.177279903666,1578.131854486335,0,0,0,0
307,15594898,Hewitt,731,France,Male,43,2,0.0,1,1,1,170034.95,1,3903.3880196563578,4001.475037856772,0,0,0,0
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,2778.0649069013452,2880.1048497312845,0,0,0,0
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,2463.7754217719785,2565.280807081304,1,0,0,0
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,2164.0645433025725,2259.542996728447,0,0,0,0
311,15712287,Pokrovskii,652,France,Female,80,4,0.0,2,1,1,188603.07,0,5079.076020417685,5189.375381269154,0,0,0,0
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,4270.7552464699265,4368.015538934105,0,0,0,1
313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0,3721.6315949972927,3800.970686377721,0,0,0,0
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,3139.0174491063335,3220.8850113554354,1,0,0,1
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,2104.876360267943,2200.8395655180193,0,0,0,0
316,15581539,Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,1621.9512139710669,1735.0516034670666,0,0,0,0
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,2786.189617177343,2890.7957506752696,1,1,1,1
318,15666252,Ritchie,706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,1393.5813823695814,1477.2902943756387,0,0,0,1
319,15677512,McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,2726.6612381761092,2822.372434036953,1,0,0,0
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,1092.1548442472078,1206.1450644338843,0,0,0,0
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,1978.670640030388,2057.636884175519,1,0,0,1
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,1913.213237724567,2001.9455808718762,0,0,0,1
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,3240.321112755804,3326.8639786122103,0,0,0,1
324,15585215,Yuan,763,France,Female,31,4,0.0,2,0,0,50404.72,0,891.5683810878345,988.5148718296332,0,0,0,0
325,15682757,Pardey,734,France,Male,30,3,0.0,2,1,0,107640.25,0,3322.5657240203595,3421.5273665103396,0,0,0,1
326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,4997.455029928279,5099.453642668705,0,0,0,0
327,15601848,Scott,594,France,Male,35,2,0.0,2,1,0,103480.69,0,3682.9177100351085,3773.9884005752738,0,0,0,0
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,2606.2220616478567,2701.5403930852863,0,0,0,0
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,5016.6002892298975,5118.183190915956,0,0,0,0
330,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,2865.7676131398784,2950.0346500534624,0,0,0,0
331,15598493,Beach,656,France,Male,50,7,0.0,2,0,1,72143.44,0,2300.2176033286632,2385.403404070948,0,1,1,0
332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,1383.8344914915892,1496.9433849881343,0,0,0,0
333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,3233.626733342929,3338.261985259226,0,0,0,0
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,4555.904971616467,4653.454496342356,0,0,0,1
335,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,187.18965364672235,263.6982404666228,0,0,0,1
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,3522.6225513178583,3626.1793684416025,0,0,0,0
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,4090.858385069307,4196.17948612499,0,0,0,0
338,15648064,Kennedy,649,France,Male,33,2,0.0,2,1,0,2010.98,0,807.2536773372507,908.0903173930726,0,0,0,0
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,1711.2262869412646,1796.639525912412,0,0,0,0
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,1829.405452216085,1925.7409414238261,0,0,0,1
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1386.5585173824227,1488.671900619235,0,0,0,0
342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,4353.464038364192,4463.8962568399875,1,0,0,1
343,15681081,Marrero,545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,803.8995252926434,884.7058922290321,0,0,0,1
344,15684484,White,543,France,Male,22,8,0.0,2,0,0,127587.22,0,3513.9198569769205,3631.1277126233254,0,1,1,0
345,15785869,Pisano,718,France,Female,25,7,0.0,2,1,0,30380.12,0,963.0235565137492,1058.3481985693224,0,0,0,0
346,15763859,Brown,840,France,Female,43,7,0.0,2,1,0,90908.95,0,2660.40728191359,2765.5451954332857,1,0,0,1
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,3925.5258591096826,4043.890722345542,0,1,0,0
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,1291.067902765217,1392.6618128793286,1,0,0,1
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,2895.9656439084947,2992.953491684355,1,1,0,0
350,15576256,Yusupova,582,France,Male,39,5,0.0,2,1,1,129892.93,0,3871.8153699588293,3976.417915081271,0,0,0,0
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,2345.1615747264186,2441.675647487968,0,0,0,1
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,347.167934313882,439.6439000202945,0,1,0,0
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,2310.717326721559,2413.1778550288877,0,1,1,0
354,15812007,Power,670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,2876.7309733325405,2970.5297901810286,0,0,0,0
355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,3784.1533969646134,3893.9285842358254,1,0,0,1
356,15739438,Reed,539,France,Male,30,0,0.0,2,1,0,160979.66,0,4350.854449596944,4447.336586779501,0,0,0,0
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,3496.0033968222774,3587.740991893517,0,1,0,1
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,3726.2626765052605,3817.3933205999906,0,0,0,0
359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,3580.7716417004362,3692.541122507598,0,1,1,0
360,15592386,Campbell,520,France,Male,58,3,0.0,2,0,1,32790.02,0,1460.0960608018652,1567.888074763259,0,0,0,0
361,15803716,West,706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,4513.215525306832,4627.961018177424,0,0,0,0
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,1460.911188511278,1572.923331848785,0,0,0,1
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,4807.205389721568,4896.296313142039,1,1,1,1
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,774.668711995318,882.6311657493272,0,0,0,1
365,15676715,Madukaego,640,France,Male,68,9,0.0,2,1,1,199493.38,0,3711.6424284316854,3821.5079158623757,0,0,0,0
366,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,3859.3380986231587,3938.148216453546,1,0,0,0
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,3661.8652201928026,3763.076951756943,0,0,0,0
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,4526.130496931191,4619.781594014735,0,0,0,0
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,2079.6837737858737,2190.717118366148,0,0,0,0
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,1036.513626936424,1153.0037843292553,0,0,0,0
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,522.3487817285244,609.6384996390343,0,0,0,0
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,1818.7257440896537,1920.8582970434736,0,0,0,0
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,3794.587237327908,3898.5098154760885,0,0,0,0
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,5768.857454370131,5872.418932732735,1,0,0,1
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,3880.946413442298,3972.2761654269398,1,0,0,1
376,15758449,Angelo,769,France,Female,39,8,0.0,1,0,1,21016.0,0,1071.6388956657195,1150.8361584922388,0,0,0,1
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,2842.6738840388734,2942.841790004496,1,1,1,1
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,4148.742791556331,4243.601533491937,0,0,0,0
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,1487.6931690433871,1572.15426239253,0,0,0,0
380,15629677,Distefano,687,Spain,Female,39,2,0.0,3,0,0,188150.6,1,5291.386414683081,5400.679909638725,1,0,0,1
381,15713578,Farrell,483,France,Female,50,9,0.0,2,1,1,111020.24,0,3064.010396637065,3151.075138695429,0,0,0,0
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,2571.5092095819628,2681.6740940562936,0,0,0,0
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,3870.8394725612793,3979.5420672923383,0,0,0,1
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,3279.049331109655,3387.041587086387,0,0,0,0
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,2246.340718153691,2346.425351903832,1,0,0,1
386,15720910,Black,560,France,Female,66,9,0.0,1,1,1,15928.49,0,1665.0916718044507,1769.424719045272,0,1,1,0
387,15721181,Oliver,611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,2000.1609187290285,2092.706540754199,0,0,0,1
388,15776433,Greco,730,Spain,Male,62,2,0.0,2,1,1,186489.95,0,4364.776315993765,4472.370076524406,1,0,0,1
389,15748936,Whitehead,709,Spain,Female,45,2,0.0,2,0,1,162922.65,0,4749.103470491571,4856.261404325548,0,0,0,0
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,3.713198183964426,104.78315237648863,0,0,0,0
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,3542.5978986494342,3649.7125824488126,1,0,0,1
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,1624.9087033220326,1718.4342849574602,1,0,0,1
393,15573456,Cunningham,648,Spain,Male,46,9,127209.0,2,1,0,77405.95,1,2091.496765223782,2176.254685883276,0,0,0,1
394,15684548,Demidov,556,Spain,Male,38,8,0.0,2,0,0,417.41,1,545.4351558751754,632.986326920516,0,1,1,0
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,1927.6053341746795,2031.7629529179994,0,0,0,0
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,4030.7332085662665,4139.383869211917,0,0,0,1
397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0,-255.44898166266648,-153.4236444269009,0,1,0,1
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,1818.2535666399178,1920.6612519317375,0,1,0,0
399,15762218,Mills,701,France,Female,39,9,0.0,2,0,1,145894.9,0,4716.02369149214,4820.170938763569,1,0,0,1
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,3972.837466773806,4077.351715251762,0,0,0,0
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,3038.0557313500617,3144.944778645457,0,1,0,1
